L,omega,Re(sigma),Im(sigma),delta_1,Stability
6.0,3545.4545454545455,-21813.146705695824,36988.46041131446,1.376e-05,Stable
6.0,3686.8686868686873,-9610.454306648342,19902.231188781392,1.376e-05,Stable
6.0,3828.2828282828286,-6025.014601753003,10376.701605727185,1.376e-05,Stable
6.0,3969.69696969697,-4633.3544881863345,3872.593059225599,1.376e-05,Stable
6.0,4111.111111111111,-4134.966786071589,-1365.4692562444948,1.376e-05,Stable
6.0,4252.525252525253,-4211.364771791775,-6184.752372850544,1.376e-05,Stable
6.0,4393.939393939394,-4914.34800358815,-11168.743752251663,1.376e-05,Stable
6.0,4535.353535353535,-6691.011278881196,-16910.872626241136,1.376e-05,Stable
6.0,4676.767676767677,-10958.541407063729,-24116.045198551066,1.376e-05,Stable
6.0,4818.181818181818,-22255.66410172885,-32460.093198309238,1.376e-05,Stable
6.0,4959.595959595959,-49013.94298291695,-28309.48948445211,1.376e-05,Stable
6.0,5101.010101010102,-52096.12303057601,9326.985153298756,1.376e-05,Stable
6.0,5242.424242424243,-27476.79427185848,17616.594146965297,1.376e-05,Stable
6.0,5383.838383838384,-15633.633625763388,11675.794913383583,1.376e-05,Stable
6.0,5525.252525252526,-10713.030957396752,5601.931203404921,1.376e-05,Stable
6.0,5666.666666666667,-8552.06336095708,511.3369774447874,1.376e-05,Stable
6.0,5808.080808080808,-7749.922351963673,-3948.5067158241773,1.376e-05,Stable
6.0,5949.49494949495,-7885.7814403341345,-8139.865411199685,1.376e-05,Stable
6.0,6090.909090909091,-8998.082086705645,-12321.987597352738,1.376e-05,Stable
6.0,6232.323232323232,-11533.703783019293,-16580.397023656118,1.376e-05,Stable
6.0,6373.737373737375,-16481.959978094594,-20431.83986351513,1.376e-05,Stable
6.0,6515.151515151516,-24945.07643945635,-21496.26267931561,1.376e-05,Stable
6.0,6656.565656565657,-33958.63964677849,-14728.618794198894,1.376e-05,Stable
6.0,6797.979797979799,-33658.06389056135,-2646.824070144783,1.376e-05,Stable
6.0,6939.39393939394,-25748.024651353895,3143.4736945803998,1.376e-05,Stable
6.0,7080.808080808081,-18848.453871612535,2628.766086993657,1.376e-05,Stable
6.0,7222.222222222223,-14690.304861064438,-124.75633486022434,1.376e-05,Stable
6.0,7363.636363636364,-12499.850916891737,-3358.408468668611,1.376e-05,Stable
6.0,7505.050505050505,-11624.039750038315,-6588.313520098239,1.376e-05,Stable
6.0,7646.464646464647,-11772.080292944533,-9697.653119064958,1.376e-05,Stable
6.0,7787.878787878788,-12912.438147687566,-12593.031458083162,1.376e-05,Stable
6.0,7929.29292929293,-15165.658385984188,-15010.206692179941,1.376e-05,Stable
6.0,8070.707070707072,-18584.50669971973,-16315.389243781192,1.376e-05,Stable
6.0,8212.121212121212,-22588.548878448044,-15504.893059352251,1.376e-05,Stable
6.0,8353.535353535353,-25385.69832698784,-12158.078016950734,1.376e-05,Stable
6.0,8494.949494949495,-25208.155862954653,-7918.655716395083,1.376e-05,Stable
6.0,8636.363636363636,-22625.92948163081,-5205.93605001049,1.376e-05,Stable
6.0,8777.777777777777,-19537.60151540803,-4662.870851031288,1.376e-05,Stable
6.0,8919.191919191919,-17083.97170284076,-5596.133029309625,1.376e-05,Stable
6.0,9060.60606060606,-15538.740748234433,-7254.3428800992815,1.376e-05,Stable
6.0,9202.020202020203,-14851.562199585158,-9172.3085397815,1.376e-05,Stable
6.0,9343.434343434345,-14929.238995967598,-11072.23448376781,1.376e-05,Stable
6.0,9484.848484848486,-15695.304752822854,-12731.366011436496,1.376e-05,Stable
6.0,9626.262626262627,-17045.870202532897,-13901.500752815347,1.376e-05,Stable
6.0,9767.676767676769,-18749.22292523723,-14309.414777109689,1.376e-05,Stable
6.0,9909.09090909091,-20361.131302572547,-13789.35887480363,1.376e-05,Stable
6.0,10050.505050505051,-21322.751489234386,-12512.270197416985,1.376e-05,Stable
6.0,10191.919191919193,-21307.58488261282,-11036.37967615841,1.376e-05,Stable
6.0,10333.333333333334,-20471.62551168418,-9973.167085297573,1.376e-05,Stable
6.0,10474.747474747475,-19275.892540426466,-9614.835511724468,1.376e-05,Stable
6.0,10616.161616161617,-18147.562891526984,-9909.630103768272,1.376e-05,Stable
6.0,10757.575757575758,-17332.55033191346,-10648.08934917898,1.376e-05,Stable
6.0,10898.9898989899,-16923.304543202306,-11605.331557074669,1.376e-05,Stable
6.0,11040.40404040404,-16921.704789658284,-12587.707915572588,1.376e-05,Stable
6.0,11181.818181818182,-17273.928054884058,-13433.606522317985,1.376e-05,Stable
6.0,11323.232323232323,-17876.76575325361,-14012.630999889778,1.376e-05,Stable
6.0,11464.646464646465,-18576.734128282962,-14243.47617680462,1.376e-05,Stable
6.0,11606.060606060608,-19189.045186546326,-14127.320253744843,1.376e-05,Stable
6.0,11747.47474747475,-19551.25276127611,-13767.771212448048,1.376e-05,Stable
6.0,11888.88888888889,-19589.068886670873,-13342.106249343804,1.376e-05,Stable
6.0,12030.303030303032,-19343.40124660967,-13027.258949675259,1.376e-05,Stable
6.0,12171.717171717173,-18935.837673142505,-12931.5762217379,1.376e-05,Stable
6.0,12313.131313131315,-18505.369126434867,-13074.832116978185,1.376e-05,Stable
6.0,12454.545454545456,-18161.078397148107,-13410.399957890893,1.376e-05,Stable
6.0,12595.959595959597,-17964.907906965727,-13859.202468615558,1.376e-05,Stable
6.0,12737.373737373739,-17933.777187175136,-14335.998018604525,1.376e-05,Stable
6.0,12878.78787878788,-18048.007456981944,-14765.594950306044,1.376e-05,Stable
6.0,13020.202020202021,-18260.675384554284,-15093.510476649819,1.376e-05,Stable
6.0,13161.616161616163,-18508.635630047804,-15294.068703615187,1.376e-05,Stable
6.0,13303.030303030304,-18727.031120759315,-15374.644909769251,1.376e-05,Stable
6.0,13444.444444444445,-18865.831339690154,-15372.2908560631,1.376e-05,Stable
6.0,13585.858585858587,-18902.71887097183,-15341.119300179507,1.376e-05,Stable
6.0,13727.272727272728,-18846.255820148996,-15334.421572564614,1.376e-05,Stable
6.0,13868.68686868687,-18728.195112691596,-15389.270878284795,1.376e-05,Stable
6.0,14010.10101010101,-18589.7653879504,-15519.467648873042,1.376e-05,Stable
6.0,14151.515151515152,-18468.581893852577,-15717.285566506016,1.376e-05,Stable
6.0,14292.929292929293,-18390.26414100294,-15960.543762629244,1.376e-05,Stable
6.0,14434.343434343435,-18365.34644960376,-16221.078421715358,1.376e-05,Stable
6.0,14575.757575757576,-18390.207729538495,-16472.203709104622,1.376e-05,Stable
6.0,14717.17171717172,-18450.55582633186,-16694.195373755523,1.376e-05,Stable
6.0,14858.58585858586,-18526.375160340674,-16877.450373438387,1.376e-05,Stable
6.0,15000.0,-18597.38927584103,-17023.1068931635,1.376e-05,Stable
6.0,1000.0,-332.2391551697587,-6763.393541358669,2.064e-05,Stable
6.0,1141.4141414141413,-515.0346040752336,-12903.771815318727,2.064e-05,Stable
6.0,1282.828282828283,-1025.433371953839,-21529.022177533956,2.064e-05,Stable
6.0,1424.2424242424242,-2926.109667180039,-37201.8450548215,2.064e-05,Stable
6.0,1565.6565656565658,-17925.33734634914,-84465.47843011408,2.064e-05,Stable
6.0,1707.0707070707072,-170752.88545414357,159000.62268398242,2.064e-05,Stable
6.0,1848.4848484848485,-12877.548118870838,51367.02181703715,2.064e-05,Stable
6.0,1989.8989898989898,-5137.805222882467,25329.380723038652,2.064e-05,Stable
6.0,2131.3131313131316,-3206.990310489718,13861.553590687123,2.064e-05,Stable
6.0,2272.727272727273,-2487.681114851297,6667.3985955361195,2.064e-05,Stable
6.0,2414.1414141414143,-2237.344010625606,1108.8921626105748,2.064e-05,Stable
6.0,2555.5555555555557,-2293.97986648782,-3900.1063482421514,2.064e-05,Stable
6.0,2696.969696969697,-2706.023136171854,-9059.085009482053,2.064e-05,Stable
6.0,2838.3838383838383,-3771.937341931359,-15124.196139493528,2.064e-05,Stable
6.0,2979.7979797979797,-6504.430189388529,-23352.719841436014,2.064e-05,Stable
6.0,3121.2121212121215,-15051.852043435098,-36143.20505709385,2.064e-05,Stable
6.0,3262.626262626263,-50444.01294096874,-48566.3313683021,2.064e-05,Stable
6.0,3404.040404040404,-75097.92532598274,20386.366611805228,2.064e-05,Stable
6.0,3545.4545454545455,-27853.903383313354,29204.77586301295,2.064e-05,Stable
6.0,3686.8686868686873,-13564.686912143687,17641.910108150543,2.064e-05,Stable
6.0,3828.2828282828286,-8763.779913866862,9464.99283030868,2.064e-05,Stable
6.0,3969.69696969697,-6812.883786464633,3472.2715303000323,2.064e-05,Stable
6.0,4111.111111111111,-6090.726906455448,-1470.0630951033822,2.064e-05,Stable
6.0,4252.525252525253,-6164.693210142117,-6009.36016552573,2.064e-05,Stable
6.0,4393.939393939394,-7066.692372098622,-10574.13793069858,2.064e-05,Stable
6.0,4535.353535353535,-9249.71814854882,-15467.928893858054,2.064e-05,Stable
6.0,4676.767676767677,-13905.196191976413,-20634.630899793854,2.064e-05,Stable
6.0,4818.181818181818,-23343.613266983997,-24151.042173298207,2.064e-05,Stable
6.0,4959.595959595959,-36990.16656037756,-18300.753375356406,2.064e-05,Stable
6.0,5101.010101010102,-39139.71240289397,-1053.3631888767277,2.064e-05,Stable
6.0,5242.424242424243,-28199.929009106003,7421.2252444062715,2.064e-05,Stable
6.0,5383.838383838384,-19270.767679628156,6488.545199273413,2.064e-05,Stable
6.0,5525.252525252526,-14361.436137237364,3019.6565373565563,2.064e-05,Stable
6.0,5666.666666666667,-11890.561274720892,-718.5714948122477,2.064e-05,Stable
6.0,5808.080808080808,-10873.602585353696,-4296.331701343976,2.064e-05,Stable
6.0,5949.49494949495,-10910.996597239522,-7687.274926947811,2.064e-05,Stable
6.0,6090.909090909091,-11945.091404813158,-10875.334979823652,2.064e-05,Stable
6.0,6232.323232323232,-14127.341664810301,-13669.584658548112,2.064e-05,Stable
6.0,6373.737373737375,-17629.25521083564,-15480.700031930195,2.064e-05,Stable
6.0,6515.151515151516,-22075.407749597856,-15184.527647292063,2.064e-05,Stable
6.0,6656.565656565657,-25670.39575133346,-11946.317417261584,2.064e-05,Stable
6.0,6797.979797979799,-26102.210157076257,-7208.045643199793,2.064e-05,Stable
6.0,6939.39393939394,-23580.596393306027,-3872.958587952567,2.064e-05,Stable
6.0,7080.808080808081,-20265.142396579537,-2961.2388580902516,2.064e-05,Stable
6.0,7222.222222222223,-17563.34947773979,-3744.8050635270083,2.064e-05,Stable
6.0,7363.636363636364,-15819.273118469122,-5357.560020504164,2.064e-05,Stable
6.0,7505.050505050505,-14971.708755191337,-7271.521191148838,2.064e-05,Stable
6.0,7646.464646464647,-14903.903227940717,-9188.893350741018,2.064e-05,Stable
6.0,7787.878787878788,-15521.43323515778,-10891.766769601769,2.064e-05,Stable
6.0,7929.29292929293,-16716.624077920245,-12154.141694972604,2.064e-05,Stable
6.0,8070.707070707072,-18282.364383758046,-12732.458902945975,2.064e-05,Stable
6.0,8212.121212121212,-19837.26868899062,-12466.975960147567,2.064e-05,Stable
6.0,8353.535353535353,-20890.57963116582,-11467.319457507987,2.064e-05,Stable
6.0,8494.949494949495,-21110.718993581595,-10177.911698544132,2.064e-05,Stable
6.0,8636.363636363636,-20557.150453548522,-9140.162065514813,2.064e-05,Stable
6.0,8777.777777777777,-19588.131074031462,-8670.561737179776,2.064e-05,Stable
6.0,8919.191919191919,-18587.137797635904,-8785.52915495347,2.064e-05,Stable
6.0,9060.60606060606,-17803.5285290776,-9331.267324776394,2.064e-05,Stable
6.0,9202.020202020203,-17347.185064839934,-10114.46179687851,2.064e-05,Stable
6.0,9343.434343434345,-17235.26052475131,-10960.480264047746,2.064e-05,Stable
6.0,9484.848484848486,-17427.610465521433,-11725.82320772067,2.064e-05,Stable
6.0,9626.262626262627,-17841.775036829822,-12300.627569285849,2.064e-05,Stable
6.0,9767.676767676769,-18360.619139255243,-12618.696073232111,2.064e-05,Stable
6.0,9909.09090909091,-18849.161769837658,-12674.195100719706,2.064e-05,Stable
6.0,10050.505050505051,-19188.093846201264,-12529.651674042088,2.064e-05,Stable
6.0,10191.919191919193,-19312.233932195584,-12298.124851661496,2.064e-05,Stable
6.0,10333.333333333334,-19229.032512476966,-12100.986229323253,2.064e-05,Stable
6.0,10474.747474747475,-19003.980441145013,-12025.279174575482,2.064e-05,Stable
6.0,10616.161616161617,-18725.591491927957,-12104.185321046956,2.064e-05,Stable
6.0,10757.575757575758,-18473.033895891607,-12323.139968728621,2.064e-05,Stable
6.0,10898.9898989899,-18298.80497152203,-12638.508102244665,2.064e-05,Stable
6.0,11040.40404040404,-18225.135100002193,-12996.270607250579,2.064e-05,Stable
6.0,11181.818181818182,-18247.881417296267,-13345.72339767153,2.064e-05,Stable
6.0,11323.232323232323,-18343.418771906327,-13648.3378650559,2.064e-05,Stable
6.0,11464.646464646465,-18476.861410633224,-13882.936947495169,2.064e-05,Stable
6.0,11606.060606060608,-18611.086813722228,-14047.37222018688,2.064e-05,Stable
6.0,11747.47474747475,-18715.470119926846,-14156.20738855759,2.064e-05,Stable
6.0,11888.88888888889,-18772.303948646633,-14234.57854055048,2.064e-05,Stable
6.0,12030.303030303032,-18779.004613916535,-14309.96722763855,2.064e-05,Stable
6.0,12171.717171717173,-18745.736736503004,-14404.671745619456,2.064e-05,Stable
6.0,12313.131313131315,-18689.972956705213,-14531.293347184564,2.064e-05,Stable
6.0,12454.545454545456,-18630.400344684767,-14691.948997402535,2.064e-05,Stable
6.0,12595.959595959597,-18582.142362207676,-14880.391489388741,2.064e-05,Stable
6.0,12737.373737373739,-18554.166361322383,-15085.563909899176,2.064e-05,Stable
6.0,12878.78787878788,-18548.802393388254,-15295.272726366362,2.064e-05,Stable
6.0,13020.202020202021,-18562.828296701115,-15499.1458423331,2.064e-05,Stable
6.0,13161.616161616163,-18589.467319518666,-15690.481198847967,2.064e-05,Stable
6.0,13303.030303030304,-18620.68691887222,-15866.892746647838,2.064e-05,Stable
6.0,13444.444444444445,-18649.27197758607,-16029.876951882889,2.064e-05,Stable
6.0,13585.858585858587,-18670.27218498021,-16183.60184844232,2.064e-05,Stable
6.0,13727.272727272728,-18681.614565262767,-16333.34414831794,2.064e-05,Stable
6.0,13868.68686868687,-18683.904829017258,-16484.018243990227,2.064e-05,Stable
6.0,14010.10101010101,-18679.64417532347,-16639.13596566516,2.064e-05,Stable
6.0,14151.515151515152,-18672.192236946546,-16800.350118925293,2.064e-05,Stable
6.0,14292.929292929293,-18664.791943675904,-16967.54541442595,2.064e-05,Stable
6.0,14434.343434343435,-18659.871968765812,-17139.311288204277,2.064e-05,Stable
6.0,14575.757575757576,-18658.714036431014,-17313.584448975093,2.064e-05,Stable
6.0,14717.17171717172,-18661.462138427763,-17488.27006088646,2.064e-05,Stable
6.0,14858.58585858586,-18667.38048106992,-17661.709423683427,2.064e-05,Stable
6.0,15000.0,-18675.238407529705,-17832.931824482217,2.064e-05,Stable
6.0,1000.0,-553.3492177613894,-6756.1655122394495,3.44e-05,Stable
6.0,1141.4141414141413,-856.653718517045,-12879.86092685489,3.44e-05,Stable
6.0,1282.828282828283,-1699.378832004538,-21437.652483983322,3.44e-05,Stable
6.0,1424.2424242424242,-4790.424564317398,-36709.382289511865,3.44e-05,Stable
6.0,1565.6565656565658,-27046.97407686111,-77728.5181081748,3.44e-05,Stable
6.0,1707.0707070707072,-153129.23590252345,77610.92706607796,3.44e-05,Stable
6.0,1848.4848484848485,-20383.9254608969,47728.12462663288,3.44e-05,Stable
6.0,1989.8989898989898,-8421.612028183848,24510.45238204329,3.44e-05,Stable
6.0,2131.3131313131316,-5300.180337871382,13538.747550644028,3.44e-05,Stable
6.0,2272.727272727273,-4121.376863014522,6522.277004360144,3.44e-05,Stable
6.0,2414.1414141414143,-3704.353521459573,1073.2766709217954,3.44e-05,Stable
6.0,2555.5555555555557,-3781.995115465325,-3815.757293951735,3.44e-05,Stable
6.0,2696.969696969697,-4413.093094865719,-8765.688291621005,3.44e-05,Stable
6.0,2838.3838383838383,-6000.4063614150045,-14343.89438792925,3.44e-05,Stable
6.0,2979.7979797979797,-9757.811616705616,-21159.530555596546,3.44e-05,Stable
6.0,3121.2121212121215,-19300.94936634869,-28941.99130011423,3.44e-05,Stable
6.0,3262.626262626263,-41313.14931834429,-28137.091764692483,3.44e-05,Stable
6.0,3404.040404040404,-51327.561431848335,1372.4338316483395,3.44e-05,Stable
6.0,3545.4545454545455,-31756.51362530086,15172.671695344821,3.44e-05,Stable
6.0,3686.8686868686873,-19090.5007377931,12074.49183975829,3.44e-05,Stable
6.0,3828.2828282828286,-13336.045341560484,6951.423134556886,3.44e-05,Stable
6.0,3969.69696969697,-10688.177865639442,2299.4428525827507,3.44e-05,Stable
6.0,4111.111111111111,-9611.316491520687,-1829.8586593764376,3.44e-05,Stable
6.0,4252.525252525253,-9579.946846491952,-5631.862176652684,3.44e-05,Stable
6.0,4393.939393939394,-10520.172962394832,-9226.826510627587,3.44e-05,Stable
6.0,4535.353535353535,-12632.88674583454,-12536.311141284292,3.44e-05,Stable
6.0,4676.767676767677,-16253.792577824823,-15048.792936577911,3.44e-05,Stable
6.0,4818.181818181818,-21316.5435230522,-15501.606472005988,3.44e-05,Stable
6.0,4959.595959595959,-26085.666996496497,-12449.766020661275,3.44e-05,Stable
6.0,5101.010101010102,-27428.031598786056,-6958.073143447434,3.44e-05,Stable
6.0,5242.424242424243,-24953.560374671375,-2699.4456726325693,3.44e-05,Stable
6.0,5383.838383838384,-21276.5824263235,-1292.486824954049,3.44e-05,Stable
6.0,5525.252525252526,-18226.222771504083,-1906.8493618060993,3.44e-05,Stable
6.0,5666.666666666667,-16227.893990108472,-3482.8408498430144,3.44e-05,Stable
6.0,5808.080808080808,-15188.515275269112,-5401.065274705144,3.44e-05,Stable
6.0,5949.49494949495,-14951.751755764475,-7337.499716012882,3.44e-05,Stable
6.0,6090.909090909091,-15394.566303503052,-9079.772744720247,3.44e-05,Stable
6.0,6232.323232323232,-16396.880494268557,-10428.845578593988,3.44e-05,Stable
6.0,6373.737373737375,-17769.921241198364,-11181.871695668218,3.44e-05,Stable
6.0,6515.151515151516,-19198.063708033715,-11203.985089176906,3.44e-05,Stable
6.0,6656.565656565657,-20281.794900337263,-10560.70282317988,3.44e-05,Stable
6.0,6797.979797979799,-20723.078776646842,-9573.449790823339,3.44e-05,Stable
6.0,6939.39393939394,-20503.70752124009,-8670.50643394704,3.44e-05,Stable
6.0,7080.808080808081,-19856.368824161626,-8151.446783930079,3.44e-05,Stable
6.0,7222.222222222223,-19081.08581863484,-8092.469247194994,3.44e-05,Stable
6.0,7363.636363636364,-18403.88547003103,-8411.858426697203,3.44e-05,Stable
6.0,7505.050505050505,-17943.697411923393,-8969.102277570972,3.44e-05,Stable
6.0,7646.464646464647,-17735.6517332264,-9624.660817498236,3.44e-05,Stable
6.0,7787.878787878788,-17760.278400252675,-10262.466254008523,3.44e-05,Stable
6.0,7929.29292929293,-17962.972504970672,-10796.802735514644,3.44e-05,Stable
6.0,8070.707070707072,-18267.217254348685,-11176.88070616681,3.44e-05,Stable
6.0,8212.121212121212,-18588.683609980093,-11391.187381792013,3.44e-05,Stable
6.0,8353.535353535353,-18852.98403139731,-11466.862761419605,3.44e-05,Stable
6.0,8494.949494949495,-19012.845618687643,-11459.224186492986,3.44e-05,Stable
6.0,8636.363636363636,-19056.78355566429,-11432.695253899497,3.44e-05,Stable
6.0,8777.777777777777,-19004.988125104956,-11441.057075166123,3.44e-05,Stable
6.0,8919.191919191919,-18895.789454273287,-11515.404764904155,3.44e-05,Stable
6.0,9060.60606060606,-18770.386941133067,-11662.549205841919,3.44e-05,Stable
6.0,9202.020202020203,-18661.842611068572,-11870.849044169352,3.44e-05,Stable
6.0,9343.434343434345,-18590.075050937692,-12118.685409400088,3.44e-05,Stable
